(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 2, 1.5, 0, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(30, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 46.94%, Max Drawdown: 0.03%
(30, 2, 1.5, 0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 46.94%, Max Drawdown: 0.03%
(30, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 46.94%, Max Drawdown: 0.03%
(30, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(30, 2, 2, -0.5, 0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(30, 2, 2, -0.5, 0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 52.94%, Max Drawdown: 0.02%
(30, 2, 2, 0, 0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 47.06%, Max Drawdown: 0.02%
(30, 2, 2, 0, 0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 47.06%, Max Drawdown: 0.02%
(30, 2, 2, 0, 0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 47.06%, Max Drawdown: 0.02%
(30, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 44.12%, Max Drawdown: 0.02%
(30, 2, 2, 0.5, 0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 44.12%, Max Drawdown: 0.02%
(30, 2, 2, 0.5, 0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 44.12%, Max Drawdown: 0.02%
(30, 2, 2, 0.5, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 42.55%, Max Drawdown: 0.02%
(30, 2, 2, 0.5, 0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 42.55%, Max Drawdown: 0.02%
(30, 2, 2, 0.5, 0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 42.55%, Max Drawdown: 0.02%
(60, 1, 1, -0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 50.72%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 50.72%, Max Drawdown: 0.05%
(60, 1, 1, -0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 50.72%, Max Drawdown: 0.05%
(60, 1, 1.5, -0.5, 0, 2.5, 2.5): Return: 0.01%, Hit Ratio: 53.97%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 2.5, 3): Return: 0.01%, Hit Ratio: 53.17%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: 0.01%, Hit Ratio: 53.17%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 52.24%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 51.49%, Max Drawdown: 0.04%
(60, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 51.49%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1, 1.5, 0, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1, 1.5, 0, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.05%
(60, 1, 1.5, 0, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.09%, Max Drawdown: 0.05%
(60, 1, 1.5, 0, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 51.82%, Max Drawdown: 0.05%
(60, 1, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.82%, Max Drawdown: 0.05%
(60, 1, 1.5, 0, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.77%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 51.77%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.77%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 49.66%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3, 3): Return: 0.01%, Hit Ratio: 48.98%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 48.98%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 50.34%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 50.34%, Max Drawdown: 0.04%
(60, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 50.34%, Max Drawdown: 0.04%
(60, 1.5, 1, 0, -0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 48.84%, Max Drawdown: 0.04%
(60, 1.5, 1, 0, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 48.84%, Max Drawdown: 0.04%
(60, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 48.84%, Max Drawdown: 0.04%
(60, 1.5, 1, 0, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.0%, Max Drawdown: 0.05%
(60, 1.5, 1, 0, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 51.0%, Max Drawdown: 0.05%
(60, 1.5, 1, 0, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.0%, Max Drawdown: 0.05%
(60, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 51.81%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: 0.01%, Hit Ratio: 50.6%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 50.6%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 54.12%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 54.12%, Max Drawdown: 0.04%
(60, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 54.12%, Max Drawdown: 0.04%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 49.32%, Max Drawdown: 0.05%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 47.95%, Max Drawdown: 0.05%
(60, 1.5, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 47.95%, Max Drawdown: 0.05%
(60, 1.5, 2, -0.5, 0, 2.5, 2.5): Return: 0.01%, Hit Ratio: 49.21%, Max Drawdown: 0.04%
(60, 1.5, 2, -0.5, 0, 2.5, 3): Return: 0.01%, Hit Ratio: 49.21%, Max Drawdown: 0.04%
(60, 1.5, 2, -0.5, 0, 2.5, 3.5): Return: 0.01%, Hit Ratio: 49.21%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0, 2.5, 2.5): Return: 0.01%, Hit Ratio: 48.44%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0, 2.5, 3): Return: 0.01%, Hit Ratio: 48.44%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0, 2.5, 3.5): Return: 0.01%, Hit Ratio: 48.44%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 49.35%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3, 3): Return: 0.01%, Hit Ratio: 49.35%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 49.35%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.25%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 51.25%, Max Drawdown: 0.04%
(60, 1.5, 2, 0, 0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.25%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 46.97%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 46.97%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, -0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 46.97%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, 0, 3, 2.5): Return: 0.01%, Hit Ratio: 46.75%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, 0, 3, 3): Return: 0.01%, Hit Ratio: 46.75%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 46.75%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 48.75%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 48.75%, Max Drawdown: 0.04%
(60, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 48.75%, Max Drawdown: 0.04%
(60, 2, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 52.17%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 50.0%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 56.25%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 56.25%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 56.25%, Max Drawdown: 0.03%
(60, 2, 1.5, -0.5, 0, 3, 2.5): Return: 0.01%, Hit Ratio: 54.35%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3, 3): Return: 0.01%, Hit Ratio: 52.17%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 52.17%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 59.18%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 59.18%, Max Drawdown: 0.02%
(60, 2, 1.5, -0.5, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 59.18%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.03%
(60, 2, 1.5, 0, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.03%
(60, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 53.06%, Max Drawdown: 0.03%
(60, 2, 1.5, 0, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 48.94%, Max Drawdown: 0.03%
(60, 2, 1.5, 0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 46.81%, Max Drawdown: 0.03%
(60, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 46.81%, Max Drawdown: 0.03%
(60, 2, 1.5, 0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 50.98%, Max Drawdown: 0.03%
(60, 2, 1.5, 0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 50.98%, Max Drawdown: 0.03%
(60, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 50.98%, Max Drawdown: 0.03%
(60, 2, 1.5, 0.5, 0, 3, 2.5): Return: 0.01%, Hit Ratio: 46.81%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3, 3): Return: 0.01%, Hit Ratio: 44.68%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 44.68%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 49.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 49.02%, Max Drawdown: 0.02%
(60, 2, 1.5, 0.5, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 49.02%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 52.63%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 53.85%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 53.85%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 57.14%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 3, 2.5): Return: 0.01%, Hit Ratio: 52.63%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 3, 3): Return: 0.01%, Hit Ratio: 51.28%, Max Drawdown: 0.02%
(60, 2, 2, -0.5, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 51.28%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 47.37%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 48.72%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 48.72%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.16%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 51.16%, Max Drawdown: 0.02%
(60, 2, 2, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.16%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3, 2.5): Return: 0.01%, Hit Ratio: 44.74%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3, 3): Return: 0.01%, Hit Ratio: 43.59%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 43.59%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 48.84%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 46.51%, Max Drawdown: 0.02%
(60, 2, 2, 0, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 46.51%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 46.15%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 45.0%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 45.0%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 48.89%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 46.67%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 46.67%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 3, 2.5): Return: 0.01%, Hit Ratio: 43.59%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 3, 3): Return: 0.01%, Hit Ratio: 42.5%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 42.5%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 46.67%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 3.5, 3): Return: 0.01%, Hit Ratio: 44.44%, Max Drawdown: 0.02%
(60, 2, 2, 0.5, 0, 3.5, 3.5): Return: 0.01%, Hit Ratio: 44.44%, Max Drawdown: 0.02%
(100, 1, 1, 0, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 50.69%, Max Drawdown: 0.05%
(100, 1, 1, 0, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 50.69%, Max Drawdown: 0.05%
(100, 1, 1, 0, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 51.01%, Max Drawdown: 0.05%
(100, 1, 1, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.01%, Max Drawdown: 0.05%
(100, 1, 1, 0, 0.5, 3, 3): Return: 0.01%, Hit Ratio: 48.7%, Max Drawdown: 0.05%
(100, 1, 1, 0, 0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 48.7%, Max Drawdown: 0.05%
(100, 1, 1, 0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 49.01%, Max Drawdown: 0.06%
(100, 1, 1, 0.5, 0.5, 3, 3): Return: 0.01%, Hit Ratio: 49.36%, Max Drawdown: 0.05%
(100, 1, 1, 0.5, 0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 49.36%, Max Drawdown: 0.05%
(100, 1, 1.5, 0, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 51.11%, Max Drawdown: 0.05%
(100, 1, 1.5, 0, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 51.11%, Max Drawdown: 0.05%
(100, 1, 1.5, 0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 47.1%, Max Drawdown: 0.06%
(100, 1, 1.5, 0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 47.1%, Max Drawdown: 0.06%
(100, 1, 2, -0.5, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 56.39%, Max Drawdown: 0.06%
(100, 1.5, 1, -0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 50.57%, Max Drawdown: 0.06%
(100, 1.5, 1, -0.5, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.65%, Max Drawdown: 0.06%
(100, 1.5, 1, -0.5, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 52.53%, Max Drawdown: 0.07%
(100, 1.5, 1.5, -0.5, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 50.72%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 53.33%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 53.33%, Max Drawdown: 0.05%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 57.32%, Max Drawdown: 0.06%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 57.32%, Max Drawdown: 0.06%
(100, 1.5, 1.5, 0, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 52.44%, Max Drawdown: 0.06%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 53.66%, Max Drawdown: 0.06%
(100, 1.5, 2, -0.5, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 53.03%, Max Drawdown: 0.04%
(100, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 53.03%, Max Drawdown: 0.04%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 57.89%, Max Drawdown: 0.05%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 57.89%, Max Drawdown: 0.05%
(100, 1.5, 2, 0, -0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 47.3%, Max Drawdown: 0.04%
(100, 1.5, 2, 0, 0.5, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.32%, Max Drawdown: 0.05%
(100, 2, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 51.79%, Max Drawdown: 0.03%
(100, 2, 1, -0.5, 0, 3.5, 2.5): Return: 0.01%, Hit Ratio: 51.47%, Max Drawdown: 0.05%
(100, 2, 1, 0, -0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 50.79%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3, 3): Return: 0.01%, Hit Ratio: 50.77%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3, 3.5): Return: 0.01%, Hit Ratio: 50.77%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 51.43%, Max Drawdown: 0.03%
(100, 2, 1, 0, -0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 51.43%, Max Drawdown: 0.03%
(100, 2, 1.5, -0.5, 0, 3, 3): Return: 0.01%, Hit Ratio: 55.81%, Max Drawdown: 0.03%
(100, 2, 1.5, -0.5, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 55.81%, Max Drawdown: 0.03%
(100, 2, 1.5, -0.5, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 60.47%, Max Drawdown: 0.05%
(100, 2, 1.5, 0, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 51.43%, Max Drawdown: 0.02%
(100, 2, 1.5, 0, -0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 51.43%, Max Drawdown: 0.02%
(100, 2, 1.5, 0, 0, 3, 3): Return: 0.01%, Hit Ratio: 51.16%, Max Drawdown: 0.03%
(100, 2, 1.5, 0, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 51.16%, Max Drawdown: 0.03%
(100, 2, 1.5, 0, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 55.81%, Max Drawdown: 0.05%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: 0.01%, Hit Ratio: 51.43%, Max Drawdown: 0.02%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3.5): Return: 0.01%, Hit Ratio: 51.43%, Max Drawdown: 0.02%
(100, 2, 1.5, 0.5, 0, 3, 3): Return: 0.01%, Hit Ratio: 52.27%, Max Drawdown: 0.03%
(100, 2, 1.5, 0.5, 0, 3, 3.5): Return: 0.01%, Hit Ratio: 52.27%, Max Drawdown: 0.03%
(100, 2, 1.5, 0.5, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 58.14%, Max Drawdown: 0.05%
(100, 2, 2, -0.5, 0, 2.5, 2.5): Return: 0.01%, Hit Ratio: 56.0%, Max Drawdown: 0.02%
(100, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 60.0%, Max Drawdown: 0.02%
(100, 2, 2, -0.5, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 62.86%, Max Drawdown: 0.04%
(100, 2, 2, 0, 0.5, 3, 2.5): Return: 0.01%, Hit Ratio: 57.14%, Max Drawdown: 0.04%
(100, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: 0.01%, Hit Ratio: 56.0%, Max Drawdown: 0.02%
(100, 2, 2, 0.5, 0.5, 3.5, 3): Return: 0.01%, Hit Ratio: 59.09%, Max Drawdown: 0.04%
(100, 2, 2, 0.5, 0.5, 3.5, 3.5): Return: 0.01%, Hit Ratio: 59.09%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 53.06%, Max Drawdown: 0.07%
(30, 1, 2, -0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 53.06%, Max Drawdown: 0.07%
(30, 1, 2, -0.5, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 53.06%, Max Drawdown: 0.07%
(30, 1.5, 1, -0.5, -0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 48.28%, Max Drawdown: 0.05%
(30, 1.5, 1, -0.5, -0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 48.28%, Max Drawdown: 0.05%
(30, 1.5, 1, -0.5, -0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 48.28%, Max Drawdown: 0.05%
(30, 1.5, 1, 0.5, -0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 49.02%, Max Drawdown: 0.05%
(30, 1.5, 1, 0.5, -0.5, 3, 3): Return: -0.0%, Hit Ratio: 49.02%, Max Drawdown: 0.05%
(30, 1.5, 1, 0.5, -0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 49.02%, Max Drawdown: 0.05%
(30, 1.5, 1.5, -0.5, 0.5, 3, 2.5): Return: -0.0%, Hit Ratio: 51.81%, Max Drawdown: 0.05%
(30, 1.5, 1.5, -0.5, 0.5, 3, 3): Return: -0.0%, Hit Ratio: 51.81%, Max Drawdown: 0.05%
(30, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.0%, Hit Ratio: 51.81%, Max Drawdown: 0.05%
(30, 1.5, 2, -0.5, 0.5, 2.5, 2.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(30, 1.5, 2, -0.5, 0.5, 2.5, 3): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(30, 1.5, 2, -0.5, 0.5, 2.5, 3.5): Return: 0.0%, Hit Ratio: 50.0%, Max Drawdown: 0.04%
(30, 1.5, 2, 0, 0.5, 3, 2.5): Return: 0.0%, Hit Ratio: 47.44%, Max Drawdown: 0.04%
(30, 1.5, 2, 0, 0.5, 3, 3): Return: 0.0%, Hit Ratio: 47.44%, Max Drawdown: 0.04%
(30, 1.5, 2, 0, 0.5, 3, 3.5): Return: 0.0%, Hit Ratio: 47.44%, Max Drawdown: 0.04%
