(Lookback, Entry, Exit, Stop-loss)
Best HPs: (90, 1.3, -0.7, 3.3), Return: 1.27%, Hit Ratio: 81.82%, Max Drawdown: 0.08%
(90, 1.3, -0.7, 3.3): Return: 1.27%, Hit Ratio: 81.82%, Max Drawdown: 0.08%
(90, 1.3, -0.7, 3.4): Return: 1.27%, Hit Ratio: 81.82%, Max Drawdown: 0.08%
(90, 1.3, -0.7, 3.5): Return: 1.27%, Hit Ratio: 81.82%, Max Drawdown: 0.08%
(90, 1.3, -0.7, 3.6): Return: 1.27%, Hit Ratio: 81.82%, Max Drawdown: 0.08%
(90, 1.3, -0.7, 3.7): Return: 1.27%, Hit Ratio: 81.82%, Max Drawdown: 0.08%
(90, 1.3, -0.4, 3.3): Return: 1.27%, Hit Ratio: 80.0%, Max Drawdown: 0.08%
(90, 1.3, -0.4, 3.4): Return: 1.27%, Hit Ratio: 80.0%, Max Drawdown: 0.08%
(90, 1.3, -0.4, 3.5): Return: 1.27%, Hit Ratio: 80.0%, Max Drawdown: 0.08%
(90, 1.3, -0.4, 3.6): Return: 1.27%, Hit Ratio: 80.0%, Max Drawdown: 0.08%
(90, 1.3, -0.4, 3.7): Return: 1.27%, Hit Ratio: 80.0%, Max Drawdown: 0.08%
(90, 1.3, -0.3, 3.3): Return: 1.27%, Hit Ratio: 85.19%, Max Drawdown: 0.08%
(90, 1.3, -0.3, 3.4): Return: 1.27%, Hit Ratio: 85.19%, Max Drawdown: 0.08%
(90, 1.3, -0.3, 3.5): Return: 1.27%, Hit Ratio: 85.19%, Max Drawdown: 0.08%
(90, 1.3, -0.3, 3.6): Return: 1.27%, Hit Ratio: 85.19%, Max Drawdown: 0.08%
(90, 1.3, -0.3, 3.7): Return: 1.27%, Hit Ratio: 85.19%, Max Drawdown: 0.08%
(90, 1.4, -0.7, 3.3): Return: 1.27%, Hit Ratio: 89.47%, Max Drawdown: 0.08%
(90, 1.4, -0.7, 3.4): Return: 1.27%, Hit Ratio: 89.47%, Max Drawdown: 0.08%
(90, 1.4, -0.7, 3.5): Return: 1.27%, Hit Ratio: 89.47%, Max Drawdown: 0.08%
(90, 1.4, -0.7, 3.6): Return: 1.27%, Hit Ratio: 89.47%, Max Drawdown: 0.08%
(90, 1.4, -0.7, 3.7): Return: 1.27%, Hit Ratio: 89.47%, Max Drawdown: 0.08%
(90, 1.4, -0.4, 3.3): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.4, 3.4): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.4, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.4, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.4, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.3, 3.3): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.3, 3.4): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.3, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.3, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.4, -0.3, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(90, 1.5, -0.7, 3.3): Return: 1.27%, Hit Ratio: 88.89%, Max Drawdown: 0.08%
(90, 1.5, -0.7, 3.4): Return: 1.27%, Hit Ratio: 88.89%, Max Drawdown: 0.08%
(90, 1.5, -0.7, 3.5): Return: 1.27%, Hit Ratio: 88.89%, Max Drawdown: 0.08%
(90, 1.5, -0.7, 3.6): Return: 1.27%, Hit Ratio: 88.89%, Max Drawdown: 0.08%
(90, 1.5, -0.7, 3.7): Return: 1.27%, Hit Ratio: 88.89%, Max Drawdown: 0.08%
(105, 1.4, -0.5, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.5, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.5, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.4, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.4, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.4, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.3, 3.5): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(105, 1.4, -0.3, 3.6): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(105, 1.4, -0.3, 3.7): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(100, 1.4, -0.5, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.5, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.5, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.4, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.4, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.4, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.3, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.3, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(100, 1.4, -0.3, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.5, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.5, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.5, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.4, 3.5): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.4, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.4, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(105, 1.4, -0.3, 3.5): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(105, 1.4, -0.3, 3.6): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(105, 1.4, -0.3, 3.7): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(110, 1.4, -0.4, 3.6): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(110, 1.4, -0.4, 3.7): Return: 1.27%, Hit Ratio: 86.36%, Max Drawdown: 0.08%
(110, 1.4, -0.3, 3.6): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(110, 1.4, -0.3, 3.7): Return: 1.27%, Hit Ratio: 82.61%, Max Drawdown: 0.08%
(90, 1.3, -0.6, 3.3): Return: 1.26%, Hit Ratio: 75.0%, Max Drawdown: 0.08%
(90, 1.3, -0.6, 3.4): Return: 1.26%, Hit Ratio: 75.0%, Max Drawdown: 0.08%
(90, 1.3, -0.6, 3.5): Return: 1.26%, Hit Ratio: 75.0%, Max Drawdown: 0.08%
(90, 1.3, -0.6, 3.6): Return: 1.26%, Hit Ratio: 75.0%, Max Drawdown: 0.08%
(90, 1.3, -0.6, 3.7): Return: 1.26%, Hit Ratio: 75.0%, Max Drawdown: 0.08%
(90, 1.3, -0.5, 3.3): Return: 1.26%, Hit Ratio: 79.17%, Max Drawdown: 0.08%
(90, 1.3, -0.5, 3.4): Return: 1.26%, Hit Ratio: 79.17%, Max Drawdown: 0.08%
(90, 1.3, -0.5, 3.5): Return: 1.26%, Hit Ratio: 79.17%, Max Drawdown: 0.08%
(90, 1.3, -0.5, 3.6): Return: 1.26%, Hit Ratio: 79.17%, Max Drawdown: 0.08%
(90, 1.3, -0.5, 3.7): Return: 1.26%, Hit Ratio: 79.17%, Max Drawdown: 0.08%
(90, 1.4, -0.6, 3.3): Return: 1.26%, Hit Ratio: 80.95%, Max Drawdown: 0.08%
(90, 1.4, -0.6, 3.4): Return: 1.26%, Hit Ratio: 80.95%, Max Drawdown: 0.08%
(90, 1.4, -0.6, 3.5): Return: 1.26%, Hit Ratio: 80.95%, Max Drawdown: 0.08%
(90, 1.4, -0.6, 3.6): Return: 1.26%, Hit Ratio: 80.95%, Max Drawdown: 0.08%
(90, 1.4, -0.6, 3.7): Return: 1.26%, Hit Ratio: 80.95%, Max Drawdown: 0.08%
(90, 1.4, -0.5, 3.3): Return: 1.26%, Hit Ratio: 85.71%, Max Drawdown: 0.08%
(90, 1.4, -0.5, 3.4): Return: 1.26%, Hit Ratio: 85.71%, Max Drawdown: 0.08%
(90, 1.4, -0.5, 3.5): Return: 1.26%, Hit Ratio: 85.71%, Max Drawdown: 0.08%
(90, 1.4, -0.5, 3.6): Return: 1.26%, Hit Ratio: 85.71%, Max Drawdown: 0.08%
