(Lookback, Entry, Exit, Stop-loss)
Best HPs: (90, 0.8, -0.4, 3.7), Return: 5.06%, Hit Ratio: 81.08%, Max Drawdown: 1.93%
(90, 0.8, -0.4, 3.7): Return: 5.06%, Hit Ratio: 81.08%, Max Drawdown: 1.93%
(90, 0.8, -0.4, 3.5): Return: 5.05%, Hit Ratio: 79.73%, Max Drawdown: 1.93%
(90, 0.8, -0.4, 3.6): Return: 5.05%, Hit Ratio: 79.73%, Max Drawdown: 1.93%
(110, 0.8, -0.4, 3.6): Return: 5.05%, Hit Ratio: 81.43%, Max Drawdown: 1.93%
(110, 0.8, -0.4, 3.7): Return: 5.05%, Hit Ratio: 81.43%, Max Drawdown: 1.93%
(90, 0.8, -0.4, 3.3): Return: 4.91%, Hit Ratio: 78.67%, Max Drawdown: 1.93%
(90, 0.8, -0.4, 3.4): Return: 4.91%, Hit Ratio: 78.67%, Max Drawdown: 1.93%
(110, 0.8, -0.4, 3.3): Return: 4.91%, Hit Ratio: 78.87%, Max Drawdown: 1.93%
(110, 0.8, -0.4, 3.4): Return: 4.91%, Hit Ratio: 78.87%, Max Drawdown: 1.93%
(110, 0.8, -0.4, 3.5): Return: 4.91%, Hit Ratio: 78.87%, Max Drawdown: 1.93%
(110, 0.9, -0.4, 3.6): Return: 4.9%, Hit Ratio: 85.71%, Max Drawdown: 1.93%
(110, 0.9, -0.4, 3.7): Return: 4.9%, Hit Ratio: 85.71%, Max Drawdown: 1.93%
(90, 0.8, -0.3, 3.7): Return: 4.77%, Hit Ratio: 82.28%, Max Drawdown: 1.93%
(90, 0.8, -0.3, 3.5): Return: 4.76%, Hit Ratio: 81.01%, Max Drawdown: 1.93%
(90, 0.8, -0.3, 3.6): Return: 4.76%, Hit Ratio: 81.01%, Max Drawdown: 1.93%
(110, 0.9, -0.4, 3.3): Return: 4.76%, Hit Ratio: 82.81%, Max Drawdown: 1.93%
(110, 0.9, -0.4, 3.4): Return: 4.76%, Hit Ratio: 82.81%, Max Drawdown: 1.93%
(110, 0.9, -0.4, 3.5): Return: 4.76%, Hit Ratio: 82.81%, Max Drawdown: 1.93%
(90, 0.8, -0.3, 3.3): Return: 4.66%, Hit Ratio: 80.0%, Max Drawdown: 1.93%
(90, 0.8, -0.3, 3.4): Return: 4.66%, Hit Ratio: 80.0%, Max Drawdown: 1.93%
(100, 0.8, -0.4, 3.5): Return: 4.61%, Hit Ratio: 78.26%, Max Drawdown: 1.93%
(100, 0.8, -0.4, 3.6): Return: 4.61%, Hit Ratio: 78.26%, Max Drawdown: 1.93%
(100, 0.8, -0.4, 3.7): Return: 4.61%, Hit Ratio: 79.71%, Max Drawdown: 1.93%
(90, 0.8, -0.5, 3.5): Return: 4.52%, Hit Ratio: 80.0%, Max Drawdown: 1.93%
(90, 0.8, -0.5, 3.6): Return: 4.52%, Hit Ratio: 80.0%, Max Drawdown: 1.93%
(90, 0.8, -0.5, 3.7): Return: 4.52%, Hit Ratio: 81.43%, Max Drawdown: 1.93%
(110, 0.8, -0.5, 3.6): Return: 4.51%, Hit Ratio: 75.38%, Max Drawdown: 1.93%
(110, 0.8, -0.5, 3.7): Return: 4.51%, Hit Ratio: 75.38%, Max Drawdown: 1.93%
(110, 1.0, -0.4, 3.6): Return: 4.51%, Hit Ratio: 87.04%, Max Drawdown: 1.93%
(110, 1.0, -0.4, 3.7): Return: 4.51%, Hit Ratio: 87.04%, Max Drawdown: 1.93%
(100, 0.8, -0.5, 3.7): Return: 4.5%, Hit Ratio: 80.3%, Max Drawdown: 1.93%
(90, 0.9, -0.4, 3.7): Return: 4.49%, Hit Ratio: 81.25%, Max Drawdown: 1.93%
(90, 1.0, -0.4, 3.5): Return: 4.49%, Hit Ratio: 85.96%, Max Drawdown: 1.93%
(90, 1.0, -0.4, 3.6): Return: 4.49%, Hit Ratio: 85.96%, Max Drawdown: 1.93%
(90, 1.0, -0.4, 3.7): Return: 4.49%, Hit Ratio: 87.72%, Max Drawdown: 1.93%
(100, 0.8, -0.5, 3.5): Return: 4.49%, Hit Ratio: 78.79%, Max Drawdown: 1.93%
(100, 0.8, -0.5, 3.6): Return: 4.49%, Hit Ratio: 78.79%, Max Drawdown: 1.93%
(90, 0.9, -0.4, 3.5): Return: 4.48%, Hit Ratio: 79.69%, Max Drawdown: 1.93%
(90, 0.9, -0.4, 3.6): Return: 4.48%, Hit Ratio: 79.69%, Max Drawdown: 1.93%
(105, 0.8, -0.5, 3.5): Return: 4.47%, Hit Ratio: 79.69%, Max Drawdown: 1.93%
(105, 0.8, -0.5, 3.6): Return: 4.47%, Hit Ratio: 81.25%, Max Drawdown: 1.93%
(105, 0.8, -0.5, 3.7): Return: 4.47%, Hit Ratio: 81.25%, Max Drawdown: 1.93%
(100, 0.8, -0.4, 3.3): Return: 4.47%, Hit Ratio: 77.14%, Max Drawdown: 1.93%
(100, 0.8, -0.4, 3.4): Return: 4.47%, Hit Ratio: 77.14%, Max Drawdown: 1.93%
(105, 0.8, -0.5, 3.5): Return: 4.47%, Hit Ratio: 79.69%, Max Drawdown: 1.93%
(105, 0.8, -0.5, 3.6): Return: 4.47%, Hit Ratio: 81.25%, Max Drawdown: 1.93%
(105, 0.8, -0.5, 3.7): Return: 4.47%, Hit Ratio: 81.25%, Max Drawdown: 1.93%
(100, 0.8, -0.6, 3.7): Return: 4.45%, Hit Ratio: 79.37%, Max Drawdown: 1.93%
(100, 0.9, -0.4, 3.7): Return: 4.45%, Hit Ratio: 83.87%, Max Drawdown: 1.93%
(100, 0.8, -0.6, 3.5): Return: 4.44%, Hit Ratio: 79.37%, Max Drawdown: 1.93%
(100, 0.8, -0.6, 3.6): Return: 4.44%, Hit Ratio: 79.37%, Max Drawdown: 1.93%
(100, 0.9, -0.4, 3.5): Return: 4.44%, Hit Ratio: 82.26%, Max Drawdown: 1.93%
(100, 0.9, -0.4, 3.6): Return: 4.44%, Hit Ratio: 82.26%, Max Drawdown: 1.93%
(105, 0.8, -0.6, 3.5): Return: 4.43%, Hit Ratio: 78.69%, Max Drawdown: 1.93%
(105, 0.8, -0.6, 3.6): Return: 4.43%, Hit Ratio: 78.69%, Max Drawdown: 1.93%
(105, 0.8, -0.6, 3.7): Return: 4.43%, Hit Ratio: 78.69%, Max Drawdown: 1.93%
(105, 0.8, -0.6, 3.5): Return: 4.43%, Hit Ratio: 78.69%, Max Drawdown: 1.93%
(105, 0.8, -0.6, 3.6): Return: 4.43%, Hit Ratio: 78.69%, Max Drawdown: 1.93%
(105, 0.8, -0.6, 3.7): Return: 4.43%, Hit Ratio: 78.69%, Max Drawdown: 1.93%
(90, 1.0, -0.6, 3.5): Return: 4.42%, Hit Ratio: 86.54%, Max Drawdown: 2.91%
(90, 1.0, -0.6, 3.6): Return: 4.42%, Hit Ratio: 86.54%, Max Drawdown: 2.91%
(90, 1.0, -0.6, 3.7): Return: 4.42%, Hit Ratio: 86.54%, Max Drawdown: 2.91%
(100, 0.8, -0.3, 3.7): Return: 4.4%, Hit Ratio: 76.71%, Max Drawdown: 1.93%
