(Lookback, Entry, Exit, Stop-loss)
Best HPs: (90, 1.5, -0.4, 2.8), Return: 0.44%, Hit Ratio: 51.35%, Max Drawdown: 0.64%
(90, 1.5, -0.4, 2.8): Return: 0.44%, Hit Ratio: 51.35%, Max Drawdown: 0.64%
(90, 1.5, -0.4, 2.9): Return: 0.44%, Hit Ratio: 51.35%, Max Drawdown: 0.64%
(100, 1.5, -0.4, 3.0): Return: 0.44%, Hit Ratio: 51.35%, Max Drawdown: 0.59%
(100, 1.5, -0.4, 2.8): Return: 0.42%, Hit Ratio: 51.43%, Max Drawdown: 0.65%
(100, 1.5, -0.4, 2.9): Return: 0.42%, Hit Ratio: 51.43%, Max Drawdown: 0.65%
(100, 1.6, -0.4, 3.0): Return: 0.39%, Hit Ratio: 50.0%, Max Drawdown: 0.65%
(100, 1.6, -0.4, 2.8): Return: 0.37%, Hit Ratio: 50.0%, Max Drawdown: 0.67%
(100, 1.6, -0.4, 2.9): Return: 0.37%, Hit Ratio: 50.0%, Max Drawdown: 0.67%
(105, 1.4, -0.4, 3.0): Return: 0.34%, Hit Ratio: 50.0%, Max Drawdown: 0.79%
(105, 1.4, -0.4, 3.0): Return: 0.34%, Hit Ratio: 50.0%, Max Drawdown: 0.79%
(105, 1.4, -0.4, 2.8): Return: 0.32%, Hit Ratio: 50.0%, Max Drawdown: 0.8%
(105, 1.4, -0.4, 2.9): Return: 0.32%, Hit Ratio: 50.0%, Max Drawdown: 0.8%
(105, 1.4, -0.4, 2.8): Return: 0.32%, Hit Ratio: 50.0%, Max Drawdown: 0.8%
(105, 1.4, -0.4, 2.9): Return: 0.32%, Hit Ratio: 50.0%, Max Drawdown: 0.8%
(90, 1.6, -0.4, 2.8): Return: 0.22%, Hit Ratio: 51.61%, Max Drawdown: 0.89%
(90, 1.6, -0.4, 2.9): Return: 0.22%, Hit Ratio: 51.61%, Max Drawdown: 0.89%
(105, 1.3, -0.4, 3.0): Return: 0.21%, Hit Ratio: 46.67%, Max Drawdown: 0.93%
(105, 1.4, -0.5, 3.0): Return: 0.21%, Hit Ratio: 51.22%, Max Drawdown: 0.72%
(100, 1.4, -0.4, 3.0): Return: 0.21%, Hit Ratio: 48.84%, Max Drawdown: 0.86%
(105, 1.3, -0.4, 3.0): Return: 0.21%, Hit Ratio: 46.67%, Max Drawdown: 0.93%
(105, 1.4, -0.5, 3.0): Return: 0.21%, Hit Ratio: 51.22%, Max Drawdown: 0.72%
(110, 1.4, -0.4, 3.0): Return: 0.21%, Hit Ratio: 48.84%, Max Drawdown: 0.93%
(105, 1.3, -0.4, 2.8): Return: 0.19%, Hit Ratio: 46.51%, Max Drawdown: 0.93%
(105, 1.3, -0.4, 2.9): Return: 0.19%, Hit Ratio: 46.51%, Max Drawdown: 0.93%
(105, 1.4, -0.5, 2.8): Return: 0.19%, Hit Ratio: 51.28%, Max Drawdown: 0.75%
(105, 1.4, -0.5, 2.9): Return: 0.19%, Hit Ratio: 51.28%, Max Drawdown: 0.75%
(100, 1.4, -0.4, 2.8): Return: 0.19%, Hit Ratio: 48.78%, Max Drawdown: 0.86%
(100, 1.4, -0.4, 2.9): Return: 0.19%, Hit Ratio: 48.78%, Max Drawdown: 0.86%
(105, 1.3, -0.4, 2.8): Return: 0.19%, Hit Ratio: 46.51%, Max Drawdown: 0.93%
(105, 1.3, -0.4, 2.9): Return: 0.19%, Hit Ratio: 46.51%, Max Drawdown: 0.93%
(105, 1.4, -0.5, 2.8): Return: 0.19%, Hit Ratio: 51.28%, Max Drawdown: 0.75%
(105, 1.4, -0.5, 2.9): Return: 0.19%, Hit Ratio: 51.28%, Max Drawdown: 0.75%
(110, 1.4, -0.4, 2.8): Return: 0.19%, Hit Ratio: 48.78%, Max Drawdown: 0.93%
(110, 1.4, -0.4, 2.9): Return: 0.19%, Hit Ratio: 48.78%, Max Drawdown: 0.93%
(100, 1.5, -0.5, 3.0): Return: 0.16%, Hit Ratio: 52.78%, Max Drawdown: 0.6%
