(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
Best HPs: (100, 1, 1, -0.5, 0.5, 3.5, 3.5), Return: 3.9%, Hit Ratio: 75.0%, Max Drawdown: 1.1%
(100, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: 3.9%, Hit Ratio: 75.0%, Max Drawdown: 1.1%
(100, 1, 1.5, -0.5, 0.5, 3.5, 3.5): Return: 3.9%, Hit Ratio: 80.77%, Max Drawdown: 1.1%
(100, 1, 1.5, -0.5, 0.5, 3.5, 3): Return: 3.89%, Hit Ratio: 80.0%, Max Drawdown: 1.1%
(100, 1, 1, -0.5, 0.5, 3, 3.5): Return: 3.88%, Hit Ratio: 75.41%, Max Drawdown: 1.1%
(100, 1, 1, -0.5, 0.5, 3.5, 3): Return: 3.88%, Hit Ratio: 74.14%, Max Drawdown: 1.1%
(100, 1, 1, 0, 0.5, 3.5, 3.5): Return: 3.88%, Hit Ratio: 76.19%, Max Drawdown: 0.18%
(100, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: 3.88%, Hit Ratio: 81.13%, Max Drawdown: 1.1%
(100, 1, 1.5, -0.5, 0.5, 3.5, 2.5): Return: 3.88%, Hit Ratio: 80.39%, Max Drawdown: 1.1%
(100, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: 3.87%, Hit Ratio: 74.58%, Max Drawdown: 1.1%
(100, 1, 1, 0.5, 0.5, 3.5, 3.5): Return: 3.87%, Hit Ratio: 76.56%, Max Drawdown: 0.18%
(100, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: 3.87%, Hit Ratio: 80.77%, Max Drawdown: 1.1%
(100, 1, 1.5, 0, 0.5, 3.5, 3.5): Return: 3.87%, Hit Ratio: 80.0%, Max Drawdown: 0.17%
(100, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 3.87%, Hit Ratio: 80.36%, Max Drawdown: 0.17%
(100, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: 3.86%, Hit Ratio: 73.33%, Max Drawdown: 1.1%
(100, 1, 1, -0.5, 0.5, 3, 3): Return: 3.86%, Hit Ratio: 74.58%, Max Drawdown: 1.1%
(100, 1, 1, 0, 0.5, 3.5, 3): Return: 3.86%, Hit Ratio: 75.41%, Max Drawdown: 0.18%
(100, 1, 1.5, -0.5, 0.5, 3, 2.5): Return: 3.86%, Hit Ratio: 80.77%, Max Drawdown: 1.1%
(100, 1, 1.5, -0.5, 0.5, 3, 3): Return: 3.86%, Hit Ratio: 80.39%, Max Drawdown: 1.1%
(100, 1, 1, -0.5, 0.5, 3, 2.5): Return: 3.85%, Hit Ratio: 75.0%, Max Drawdown: 1.1%
(100, 1, 1, 0, 0.5, 3, 3.5): Return: 3.85%, Hit Ratio: 74.6%, Max Drawdown: 0.18%
(100, 1, 1, 0, 0.5, 3.5, 2.5): Return: 3.85%, Hit Ratio: 75.81%, Max Drawdown: 0.18%
(100, 1, 1, 0.5, 0.5, 3.5, 3): Return: 3.85%, Hit Ratio: 75.81%, Max Drawdown: 0.18%
(100, 1, 1.5, 0, 0.5, 3.5, 3): Return: 3.85%, Hit Ratio: 79.25%, Max Drawdown: 0.17%
(100, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 3.85%, Hit Ratio: 79.63%, Max Drawdown: 0.17%
(100, 1, 1, 0.5, 0.5, 3, 3.5): Return: 3.84%, Hit Ratio: 75.0%, Max Drawdown: 0.18%
(100, 1, 1, 0.5, 0.5, 3.5, 2.5): Return: 3.84%, Hit Ratio: 76.19%, Max Drawdown: 0.18%
(100, 1, 1.5, 0, 0.5, 3, 3.5): Return: 3.84%, Hit Ratio: 78.18%, Max Drawdown: 0.17%
(100, 1, 1.5, 0, 0.5, 3.5, 2.5): Return: 3.84%, Hit Ratio: 79.63%, Max Drawdown: 0.17%
(100, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 3.84%, Hit Ratio: 78.57%, Max Drawdown: 0.17%
(100, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 3.84%, Hit Ratio: 80.0%, Max Drawdown: 0.17%
(100, 1, 1, 0, 0.5, 3, 2.5): Return: 3.83%, Hit Ratio: 74.19%, Max Drawdown: 0.18%
(100, 1, 1, 0, 0.5, 3, 3): Return: 3.83%, Hit Ratio: 73.77%, Max Drawdown: 0.18%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: 3.83%, Hit Ratio: 77.78%, Max Drawdown: 0.17%
(100, 1, 1, 0.5, 0.5, 3, 2.5): Return: 3.82%, Hit Ratio: 74.6%, Max Drawdown: 0.18%
(100, 1, 1, 0.5, 0.5, 3, 3): Return: 3.82%, Hit Ratio: 74.19%, Max Drawdown: 0.18%
(100, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: 3.82%, Hit Ratio: 79.59%, Max Drawdown: 1.1%
(100, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: 3.82%, Hit Ratio: 77.36%, Max Drawdown: 0.17%
(100, 1, 1.5, 0, 0.5, 3, 3): Return: 3.82%, Hit Ratio: 77.36%, Max Drawdown: 0.17%
(100, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: 3.82%, Hit Ratio: 78.18%, Max Drawdown: 0.17%
(100, 1, 1.5, 0.5, 0.5, 3, 3): Return: 3.82%, Hit Ratio: 77.78%, Max Drawdown: 0.17%
(100, 1, 1, -0.5, 0.5, 2.5, 3): Return: 3.81%, Hit Ratio: 71.93%, Max Drawdown: 1.1%
(100, 1, 1, 0, 0.5, 2.5, 3.5): Return: 3.81%, Hit Ratio: 70.49%, Max Drawdown: 0.18%
(100, 1, 1.5, -0.5, 0.5, 2.5, 2.5): Return: 3.81%, Hit Ratio: 79.59%, Max Drawdown: 1.1%
(100, 1, 1.5, 0, 0.5, 3, 2.5): Return: 3.81%, Hit Ratio: 77.78%, Max Drawdown: 0.17%
