(Lookback, Entry, Exit, Stop-loss)
Best HPs: (100, 1.5, 0.5, 3.3), Return: 1.92%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(100, 1.5, 0.5, 3.3): Return: 1.92%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(100, 1.5, 0.5, 3.4): Return: 1.92%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(100, 1.5, 0.5, 3.5): Return: 1.92%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(100, 1.5, 0.5, 3.6): Return: 1.92%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(100, 1.5, 0.5, 3.7): Return: 1.92%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(100, 1.4, 0.5, 3.3): Return: 1.91%, Hit Ratio: 77.55%, Max Drawdown: 0.13%
(100, 1.4, 0.5, 3.4): Return: 1.91%, Hit Ratio: 77.55%, Max Drawdown: 0.13%
(100, 1.4, 0.5, 3.5): Return: 1.91%, Hit Ratio: 77.55%, Max Drawdown: 0.13%
(100, 1.4, 0.5, 3.6): Return: 1.91%, Hit Ratio: 77.55%, Max Drawdown: 0.13%
(100, 1.4, 0.5, 3.7): Return: 1.91%, Hit Ratio: 77.55%, Max Drawdown: 0.13%
(110, 1.3, 0.5, 3.4): Return: 1.9%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(110, 1.3, 0.5, 3.5): Return: 1.9%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(110, 1.3, 0.5, 3.6): Return: 1.9%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(110, 1.3, 0.5, 3.7): Return: 1.9%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.4): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.5): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.6): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.7): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.4): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.5): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.6): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.7): Return: 1.87%, Hit Ratio: 80.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.3): Return: 1.84%, Hit Ratio: 78.0%, Max Drawdown: 0.13%
(105, 1.3, 0.5, 3.3): Return: 1.84%, Hit Ratio: 78.0%, Max Drawdown: 0.13%
(90, 1.5, 0.5, 3.6): Return: 1.82%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(90, 1.5, 0.5, 3.7): Return: 1.82%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(100, 1.3, 0.5, 3.3): Return: 1.82%, Hit Ratio: 76.0%, Max Drawdown: 0.13%
(100, 1.3, 0.5, 3.4): Return: 1.82%, Hit Ratio: 76.0%, Max Drawdown: 0.13%
(100, 1.3, 0.5, 3.5): Return: 1.82%, Hit Ratio: 76.0%, Max Drawdown: 0.13%
(100, 1.3, 0.5, 3.6): Return: 1.82%, Hit Ratio: 76.0%, Max Drawdown: 0.13%
(100, 1.3, 0.5, 3.7): Return: 1.82%, Hit Ratio: 76.0%, Max Drawdown: 0.13%
(90, 1.5, 0.5, 3.3): Return: 1.81%, Hit Ratio: 76.09%, Max Drawdown: 0.13%
(90, 1.5, 0.5, 3.4): Return: 1.81%, Hit Ratio: 76.09%, Max Drawdown: 0.13%
(90, 1.5, 0.5, 3.5): Return: 1.81%, Hit Ratio: 76.09%, Max Drawdown: 0.13%
(90, 1.5, 0.6, 3.3): Return: 1.8%, Hit Ratio: 76.09%, Max Drawdown: 0.13%
(90, 1.5, 0.6, 3.4): Return: 1.8%, Hit Ratio: 76.09%, Max Drawdown: 0.13%
(90, 1.5, 0.6, 3.5): Return: 1.8%, Hit Ratio: 76.09%, Max Drawdown: 0.13%
(90, 1.5, 0.6, 3.6): Return: 1.8%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(90, 1.5, 0.6, 3.7): Return: 1.8%, Hit Ratio: 78.26%, Max Drawdown: 0.13%
(110, 1.3, 0.5, 3.3): Return: 1.8%, Hit Ratio: 78.43%, Max Drawdown: 0.13%
(90, 1.4, 0.5, 3.3): Return: 1.79%, Hit Ratio: 72.0%, Max Drawdown: 0.13%
(90, 1.4, 0.5, 3.4): Return: 1.79%, Hit Ratio: 72.0%, Max Drawdown: 0.13%
(90, 1.4, 0.5, 3.5): Return: 1.79%, Hit Ratio: 72.0%, Max Drawdown: 0.13%
(90, 1.4, 0.5, 3.6): Return: 1.79%, Hit Ratio: 74.0%, Max Drawdown: 0.13%
(90, 1.4, 0.5, 3.7): Return: 1.79%, Hit Ratio: 74.0%, Max Drawdown: 0.13%
(100, 1.5, 0.6, 3.3): Return: 1.79%, Hit Ratio: 71.74%, Max Drawdown: 0.13%
(100, 1.5, 0.6, 3.4): Return: 1.79%, Hit Ratio: 71.74%, Max Drawdown: 0.13%
(100, 1.5, 0.6, 3.5): Return: 1.79%, Hit Ratio: 71.74%, Max Drawdown: 0.13%
(100, 1.5, 0.6, 3.6): Return: 1.79%, Hit Ratio: 71.74%, Max Drawdown: 0.13%
(100, 1.5, 0.6, 3.7): Return: 1.79%, Hit Ratio: 71.74%, Max Drawdown: 0.13%
(100, 1.4, 0.6, 3.3): Return: 1.78%, Hit Ratio: 71.43%, Max Drawdown: 0.13%
(100, 1.4, 0.6, 3.4): Return: 1.78%, Hit Ratio: 71.43%, Max Drawdown: 0.13%
(100, 1.4, 0.6, 3.5): Return: 1.78%, Hit Ratio: 71.43%, Max Drawdown: 0.13%
(100, 1.4, 0.6, 3.6): Return: 1.78%, Hit Ratio: 71.43%, Max Drawdown: 0.13%
(100, 1.4, 0.6, 3.7): Return: 1.78%, Hit Ratio: 71.43%, Max Drawdown: 0.13%
(90, 1.4, 0.6, 3.3): Return: 1.77%, Hit Ratio: 72.0%, Max Drawdown: 0.13%
(90, 1.4, 0.6, 3.4): Return: 1.77%, Hit Ratio: 72.0%, Max Drawdown: 0.13%
(90, 1.4, 0.6, 3.5): Return: 1.77%, Hit Ratio: 72.0%, Max Drawdown: 0.13%
(90, 1.4, 0.6, 3.6): Return: 1.77%, Hit Ratio: 74.0%, Max Drawdown: 0.13%
(90, 1.4, 0.6, 3.7): Return: 1.77%, Hit Ratio: 74.0%, Max Drawdown: 0.13%
(110, 1.3, 0.6, 3.4): Return: 1.75%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(110, 1.3, 0.6, 3.5): Return: 1.75%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(110, 1.3, 0.6, 3.6): Return: 1.75%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(110, 1.3, 0.6, 3.7): Return: 1.75%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(90, 1.3, 0.5, 3.6): Return: 1.74%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(90, 1.3, 0.5, 3.7): Return: 1.74%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(90, 1.3, 0.5, 3.3): Return: 1.73%, Hit Ratio: 70.59%, Max Drawdown: 0.13%
(90, 1.3, 0.5, 3.4): Return: 1.73%, Hit Ratio: 70.59%, Max Drawdown: 0.13%
(90, 1.3, 0.5, 3.5): Return: 1.73%, Hit Ratio: 70.59%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.4): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.5): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.6): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.7): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.4): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.5): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.6): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.7): Return: 1.72%, Hit Ratio: 72.55%, Max Drawdown: 0.13%
(90, 1.3, 0.6, 3.3): Return: 1.71%, Hit Ratio: 68.63%, Max Drawdown: 0.13%
(90, 1.3, 0.6, 3.4): Return: 1.71%, Hit Ratio: 68.63%, Max Drawdown: 0.13%
(90, 1.3, 0.6, 3.5): Return: 1.71%, Hit Ratio: 68.63%, Max Drawdown: 0.13%
(90, 1.3, 0.6, 3.6): Return: 1.71%, Hit Ratio: 70.59%, Max Drawdown: 0.13%
(90, 1.3, 0.6, 3.7): Return: 1.71%, Hit Ratio: 70.59%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.3): Return: 1.7%, Hit Ratio: 70.59%, Max Drawdown: 0.13%
(105, 1.3, 0.6, 3.3): Return: 1.7%, Hit Ratio: 70.59%, Max Drawdown: 0.13%
(100, 1.3, 0.6, 3.3): Return: 1.69%, Hit Ratio: 70.0%, Max Drawdown: 0.13%
(100, 1.3, 0.6, 3.4): Return: 1.69%, Hit Ratio: 70.0%, Max Drawdown: 0.13%
(100, 1.3, 0.6, 3.5): Return: 1.69%, Hit Ratio: 70.0%, Max Drawdown: 0.13%
(100, 1.3, 0.6, 3.6): Return: 1.69%, Hit Ratio: 70.0%, Max Drawdown: 0.13%
(100, 1.3, 0.6, 3.7): Return: 1.69%, Hit Ratio: 70.0%, Max Drawdown: 0.13%
(90, 1.5, 0.7, 3.3): Return: 1.66%, Hit Ratio: 69.57%, Max Drawdown: 0.13%
(90, 1.5, 0.7, 3.4): Return: 1.66%, Hit Ratio: 69.57%, Max Drawdown: 0.13%
(90, 1.5, 0.7, 3.5): Return: 1.66%, Hit Ratio: 69.57%, Max Drawdown: 0.13%
(90, 1.5, 0.7, 3.6): Return: 1.66%, Hit Ratio: 71.74%, Max Drawdown: 0.13%
(90, 1.5, 0.7, 3.7): Return: 1.66%, Hit Ratio: 71.74%, Max Drawdown: 0.13%
(100, 1.5, 0.7, 3.3): Return: 1.66%, Hit Ratio: 69.57%, Max Drawdown: 0.13%
(100, 1.5, 0.7, 3.4): Return: 1.66%, Hit Ratio: 69.57%, Max Drawdown: 0.13%
(100, 1.5, 0.7, 3.5): Return: 1.66%, Hit Ratio: 69.57%, Max Drawdown: 0.13%
(100, 1.5, 0.7, 3.6): Return: 1.66%, Hit Ratio: 69.57%, Max Drawdown: 0.13%
