(Lookback, Entry, Exit, Stop-loss)
Best HPs: (110, 1.0, 0.6, 3.4), Return: 0.28%, Hit Ratio: 49.26%, Max Drawdown: 0.09%
(110, 1.0, 0.6, 3.4): Return: 0.28%, Hit Ratio: 49.26%, Max Drawdown: 0.09%
(110, 1.0, 0.6, 3.5): Return: 0.28%, Hit Ratio: 49.26%, Max Drawdown: 0.09%
(110, 1.0, 0.6, 3.6): Return: 0.28%, Hit Ratio: 49.26%, Max Drawdown: 0.09%
(90, 0.9, 0.7, 3.3): Return: 0.27%, Hit Ratio: 47.74%, Max Drawdown: 0.09%
(90, 0.9, 0.7, 3.4): Return: 0.27%, Hit Ratio: 47.74%, Max Drawdown: 0.09%
(100, 1.0, 0.6, 3.3): Return: 0.27%, Hit Ratio: 49.24%, Max Drawdown: 0.09%
(100, 1.0, 0.6, 3.4): Return: 0.27%, Hit Ratio: 49.24%, Max Drawdown: 0.09%
(100, 1.0, 0.6, 3.5): Return: 0.27%, Hit Ratio: 49.24%, Max Drawdown: 0.09%
(100, 1.0, 0.7, 3.3): Return: 0.27%, Hit Ratio: 48.87%, Max Drawdown: 0.09%
(100, 1.0, 0.7, 3.4): Return: 0.27%, Hit Ratio: 48.87%, Max Drawdown: 0.09%
(100, 1.0, 0.7, 3.5): Return: 0.27%, Hit Ratio: 48.87%, Max Drawdown: 0.09%
(110, 1.0, 0.5, 3.3): Return: 0.27%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(110, 1.0, 0.5, 3.4): Return: 0.27%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(110, 1.0, 0.5, 3.5): Return: 0.27%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(110, 1.0, 0.5, 3.6): Return: 0.27%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(110, 1.0, 0.6, 3.3): Return: 0.27%, Hit Ratio: 49.26%, Max Drawdown: 0.09%
(110, 1.0, 0.7, 3.4): Return: 0.27%, Hit Ratio: 47.83%, Max Drawdown: 0.09%
(110, 1.0, 0.7, 3.5): Return: 0.27%, Hit Ratio: 47.83%, Max Drawdown: 0.09%
(110, 1.0, 0.7, 3.6): Return: 0.27%, Hit Ratio: 47.83%, Max Drawdown: 0.09%
(90, 0.9, 0.4, 3.3): Return: 0.26%, Hit Ratio: 49.66%, Max Drawdown: 0.09%
(90, 0.9, 0.4, 3.4): Return: 0.26%, Hit Ratio: 49.66%, Max Drawdown: 0.09%
(90, 0.9, 0.6, 3.3): Return: 0.26%, Hit Ratio: 48.05%, Max Drawdown: 0.09%
(90, 0.9, 0.6, 3.4): Return: 0.26%, Hit Ratio: 48.05%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.3): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.4): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.5): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.6): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.3): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.4): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.5): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.6): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.3): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.4): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.5): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.6): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(100, 1.0, 0.4, 3.3): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(100, 1.0, 0.4, 3.4): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(100, 1.0, 0.4, 3.5): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(100, 1.0, 0.5, 3.3): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(100, 1.0, 0.5, 3.4): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(100, 1.0, 0.5, 3.5): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.3): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.4): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.5): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.4, 3.6): Return: 0.26%, Hit Ratio: 50.39%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.3): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.4): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.5): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.6, 3.6): Return: 0.26%, Hit Ratio: 48.51%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.3): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.4): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.5): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(105, 1.0, 0.7, 3.6): Return: 0.26%, Hit Ratio: 48.15%, Max Drawdown: 0.09%
(110, 1.0, 0.4, 3.3): Return: 0.26%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(110, 1.0, 0.4, 3.4): Return: 0.26%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
(110, 1.0, 0.4, 3.5): Return: 0.26%, Hit Ratio: 50.0%, Max Drawdown: 0.09%
